,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
33,19-9,eileen_a_tieno,"@k_lschb_ch Was Bares für Rares angeht, gebe ich dir Recht. Wie gesagt mein Urgroßvater war bei der SS. Der Verlobungsring meiner Mutter wurde aus einzelnen Schmuckstücken meiner Urgroßmutter gemacht. Da wurde Gold zusammen geschmolzen und einzelne Rubine eingesetzt. Einen einzelnen Rubin hab ich noch. Der Ring existiert natürlich auch noch. Meine Eltern haben nie hinterfragt, dass meine Urgroßmutter einzelne Ohrringe etc. und einzelne Steine für einen Verlobungsring übrig hatte. Sie ist leider zu früh gestorben als das ich hätte fragen können, aber ich habe mal in einem Buch von einem Überlebenden gelesen, dass sich SS Wachleute in KZs manchmal mit Schmuckstücken haben bestechen lassen. Meine Urgroßeltern sind ins Ruhrgebiet ""geflüchtet"" - als meine Mutter meine Urgroßmutter in den 1980ern kennengelernt hat, hatte meine Urgroßmutter noch ganze Schmucksets und diverse Pelzmäntel aus den 30ern und 40ern. Sie war richtig stolz drauf und hat alles penibel gepflegt und zusammen gehalten. Es ist eher untypisch für sie, dass sie Schmuckstücke verloren haben soll. Die Wahrheit darüber werde ich wohl nie herausfinden. Meine Oma redet nicht darüber. Ich hab auch vor 2-3 Jahren erst erfahren, dass mein Großvater Brüder hatte. Die waren auch bei der SS. Sind im Krieg gefallen. Du hast übrigens einen Punkt erwähnt, den ich nie bedacht habe. In der jüdischen Bevölkerung gab es Wissen über die KZs. Warum hätten alle anderen nichts davon wissen sollen?",2021-06-30T16:56:24.000Z,16 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
35,19-11,katharina.helling,"@k_lschb_ch @eileen_a_tieno

Vielen Dank, für das was ihr hier teilt! Meine Großeltern, Jahrgang *11 und *21, sind leider verstorben, bevor ich mit Ihnen über diese Zeit gesprochen habe. Und evtl wäre es auch so nicht dazu gekommen, weil es so soweit ich es wahrgenommen habe, ein TabuThema war.
Wenn man die ganzen großen und kleinen Vorzeichen bedenkt, die vielen Lager/KZ (wenn auch idR keine Vernichtungslager), die innerhalb der heutigen Grenzen Deutschlands liegen und wie viele Soldaten (mein Großvater zB war wohl in Frankreich und an der Ostfront - da bekam er sicher auch etwas mit) eingesetzt waren und diese wiederum ihren Familien was erzählt haben könnten… ist schwer vorstellbar, dass man nichts wusste… und zB die massenhaften Deportationen, die in Deutschland Ende 1941 begonnen haben (vor denen sich Betroffene aus Angst vorher auch nicht selten das Leben genommen haben), müssten, wenn man es sehen wollte, zumindest Fragen aufgeworfen haben…
Natürlich wünscht man sich die eigene Familie wäre ‚anders‘ gewesen. Aber da man - in meinem Fall - nie darüber gesprochen hat, kann ich das wohl ausschließen. Erfahren werde ich es leider nicht mehr.",2021-06-30T17:13:33.000Z,8 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
36,19-12,eileen_a_tieno,"@k_lschb_ch Ich wüsste aber auch keinen Grund nicht offen darüber zu reden. Mein Urgroßvater hat zeitlebens nicht von seiner NS Ideologie abgelassen. Er hat Nazi Propaganda Bücher mitgenommen als er mit seiner Familie vor den Konsequenzen seiner Ideologie nach Westen geflohen ist. Nicht alle sind bis heute erhalten geblieben, aber die Tatsache allein, dass er diese Bücher beim Packen des Notwendigsten mitgenommen hat, sagt viel. Es sagt auch viel über meine Urgroßmutter, dass sie Schmuck und Pelze mitgenommen hat. Es heißt die Familie hätte ein Fuhrunternehmen gehabt und es wäre ihnen im Krieg gut gegangen. Nachprüfen kann ich das nicht, weil ich zum einen nicht mal den Ort kenne, wo meine Familie gelebt hat, noch kenne ich die Geburtsdaten meiner Urgroßeltern. Ich weiß tatsächlich fast gar nichts, weil meine Oma beharrlich schweigt. Was ich mit Sicherheit weiß, ist dass mein Urgroßvater nicht einfach nur ein Soldat war, der Befehle befolgt hat. Er hat ein Fernglas aufgehoben, das Teil seiner Ausrüstung war. Dieses Fernglas war (meiner Recherche nach) Bestandteil der Zusatzausrüstung für Gruppenführer, Zugführer und Kompaniechefs. Kompaniechefs hatten den untersten Offiziersgrad, wenn ich das grad richtig im Kopf habe. Jedenfalls hatten einfache Soldaten diese Ferngläser nicht. Dazu gibt es eine Ledertasche mit seinem Namen drin. Das Fernglas funktioniert bis heute übrigens einwandfrei. Von der Familie mütterlicherseits weiß ich fast nichts, aber der Großvater auf der Seite war bei der HJ. Meine Oma auf der Seite hat den Krieg als Kind erlebt. Ich denke nicht, dass sie sich an viel erinnern kann, aber wenn sie erzählt, dann mit Vorliebe davon wie ihre Mutter flüchten musste. An eine Beteiligung ihrer Familie kann sie sich nicht erinnern. Ich denke in vielen Familien ist es ähnlich wie in meiner. Es ist als gäbe es vor 1945 nicht. Darüber wird nicht gesprochen.",2021-06-30T19:33:47.000Z,10 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
37,19-13,eileen_a_tieno,"@zuagroastebayrischeschwaebin :) Wenn man sich die Aussagen von Zeitzeugen durchliest oder anschaut, dann wird einem klar, dass diese Deportationen nicht still und leise vonstatten gingen. Die Menschen können nicht nichts gewusst haben. Die Menschen haben es ignoriert. Und ja, natürlich wünscht man sich die eigene Familie hätte auf der richtigen Seite gestanden, aber hätten alle Familien auf der richtigen Seite gestanden, hätte es den Holocaust nicht gegeben. Ich kann mir Dokumentationen und Filme wie Schindler's Liste nicht mehr ansehen und Bücher von Überlebenden nicht lesen, ohne mich zu fragen, ob mein Urgroßvater dabei war. Was auch immer er getan hat rückgängig machen kann ich es nicht. Manchmal bin ich etwas schadenfroh, wenn ich mir überlege, dass der einzige männliche Nachfahre meines Urgroßvaters im KZ ein rosa Dreieck getragen hätte. Mein Urgroßvater würde wahrscheinlich im Grab rotieren. Wüsste er das.",2021-06-30T19:43:14.000Z,8 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
85,30-2,jessy.paintapicture,"Ja, soweit ich informiert bin, sollte auch der Dom zerstört werden, wer auch immer das verhindert hat, danke! Und dennoch ein Wunder, dass dieses riesige Gebäude noch steht, drum herum war alles kaputt. Von meiner Familie wurde, soweit ich weiß, auch alles zerstört. Zumindest hat mein Urgroßvater nach dem Krieg in einer Garten Kolonie ein Haus gebaut und dort mit meiner Urgroßmutter bis kurz vor ihrem Tod gelebt. Eigentlich ist das nicht erlaubt, aber Leute wie sie hatten ein lebenslanges Wohnrecht in der Gartenkolonie. Als ich klein war gehörte uns der Garten links daneben, rechts daneben einem anderen Teil der Familie, ich glaube irgendeinem cousin meiner Mutter oder so",2021-06-30T15:46:23.000Z,4 likes,30,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
18,18,andreas.gorges,"Äusserst nachhaltig deine Aluminiumbox. Mein Großvater hatte diese auch. In mehreren Stufen, für unterschiedliche Inhalte, mit Henkel, um sie auch ans Fahrrad zu hängen. Sie war sooo zerbeult über die Jahre geworden. Keine bunte Plastikbox hat je soooo lange gehalten.",2021-09-17T08:15:31.000Z,1 like,-,https://www.instagram.com/p/CT4Rx5yMIDZ/,comments-8464683051513436330.csv
25,23,wildlifephotographed,"Ich liebe diese Seite so sehr, damals als es mit den Colorado-Käfern (Kartoffel-Käfer aus Colorado) los ging, gingen mein Großvater und sein großer Bruder (*35 /*32) auch mit aufs Feld und der Bruder von meinem Großvater war der erste aus dem ganzen Dorf, der so einen Käfer fand, mein Großvater ärgert sich bis heute- war wohl so eine Art Wettkampf",2021-06-28T20:41:08.000Z,0,-,https://www.instagram.com/p/CQqGPxaHlUK/,comments713602746425152412.csv
96,71,_kristina._____,"Mein Großvater meint, früher gab es dafür schulfrei",2021-06-28T09:26:21.000Z,7 likes,-,https://www.instagram.com/p/CQqGPxaHlUK/,comments713602746425152412.csv
11,12,fraunora.h,"""Dass die Natuonalsozialisten gegen Widerstand grausam vorgehen, wissen wir, aber Hinrichtungen?"" - Gibt es eine Quelle, die belegt, dass Sophie Scholl davon überrascht ist oder das nicht wusste? Denn Mitglieder der politischen Opposition mussten von Beginn an damit rechnen, zum Tode verurteilt zu werden. Das galt vor allem für die Mitglieder kommunistischer Organisationen. Ab 1940 nehmen die Todesurteile und damit die Hinrichtungen deutlich zu. Eine erneute Steigerung ist ab spätestens Sommer 1942 zu verzeichnen.

""Allein in der Strafanstalt Plötzensee starben zwischen 1933 und 1945 rund dreitausend Personen (etwa 2750 Männer und 250 Frauen) bei amtlichen Hinrichtungen, darunter neunundachtzig Widerstandskämpfer des 20. Juli.""
Auf Wikipedia gibt es eine nicht vollständige Liste der hingerichteten Personen. Darunter befinden sich auch mein Großvater und sein bester Freund Max Behretz.
https://de.wikipedia.org/wiki/Liste_von_im_Deutschen_Reich_hingerichteten_Personen",2022-01-12T08:12:26.000Z,20 likes,-,https://www.instagram.com/p/CYmOthWsI2u/,comments7038084874390913522.csv
150,76,alfred_regenwasser,Solche gab es zu DDR Zeiten auch. Meine ganze Familie wurde ausgespottet. Mein Großvater musste ins Stasigefängnis. Nicht zu vergleichen mit der NS Zeit aber Muster wiederholen sich. Ein Diktator fürchtet am meisten sein eigenes Volk,2021-08-05T14:18:53.000Z,12 likes,-,https://www.instagram.com/p/CSMgQgiMreY/,comments-2091083738136266499.csv
33,16,derechtegeorgforster,"Mein Großvater ist gerade (November/Dezember 1942) in Tunesien. Ihm gegenüber stehen frisch ausgeruhte und bestens ausgerüstete Amerikaner, die Zahl der Kondenzstreifen der Bomber am Himmel, die jeden Tag nach Norden fliegen, nehmen von Tag zu Tag zu. Ein Versorgungsschiff, das u.a. seiner Einheit frischen Proviant und Ausrüstung hätte liefern sollen, ist in der Hafeneinfahrt von Tunis (?) torpediert worden. Ein Monat Nahrung, Medikamente, Treibstoff, Ersatzteile, frische Uniformen, neue Stiefel, Munition, alles futsch. Freifranzosen kämpfen an der Seite der Amerikaner, mit ihnen marokkanische und algerische Truppen, die sich nachts an die Wachposten anschleichen und ihnen mit ihren langen Messern die Kehlen aufschlitzen. Die Moral ist am Boden, trotz des Vorstoßes von Rommel auf El Alamein. Er ist noch keine 20, hat aber schon mehr Horror gesehen als meine Generation hoffentlich je sehen wird. Sie lesen den VB und andere Nachrichten, sofern sie welche bekommen. Aber so recht glauben will keiner mehr das, was in der Zeitung steht. Die Leute sehen schon, dass es an allen Fronten Spitz auf Knopf steht.

Schauen wir, wie es weitergeht…",2021-11-27T10:49:51.000Z,14 likes,-,https://www.instagram.com/p/CWxmpy3sIFw/,comments-1730639362097868175.csv
35,16-2,derechtegeorgforster,"@most.boring.facts Er steht nicht direkt unter Rommels Kommando, ist an der afrikanischen Westfront. Der Ami ist vor ein paar Wochen in Oran und Algier gelandet. Eigentlich hätte mein Großvater Garnisonssoldat in Südfrankreich werden sollen, leichtes Leben, ein bisschen Streife gehen, guten Wein trinken, hübschen Französinnen nachpfeifen, möglichst nicht mit der Résistance anecken. Aber dem ist leider nicht so. Er muss ins Gefecht. Das Wetter in Tunesien ist sehr wechselhaft, auch im Winter kann’s dort nächtens saukalt sein. Die Versorgung ist hundsmies, es grassieren außerdem Läuse. Die Franzosen, Briten und Amis präparieren Mäntel Gefallener mit Läusen. Da es kaum neue Kleidung gibt, nimmt man sich, was man kriegen kann. Prompt gelandet, fängt er sich schon die kleinen Mistviecher ein und muss nach Tunis ins Lazarett. In der Zwischenzeit fallen bei Kampfhandlungen etliche seiner Kameraden. Der Friedhof beim Lager wächst Tag für Tag…",2021-11-27T11:15:14.000Z,3 likes,16,https://www.instagram.com/p/CWxmpy3sIFw/,comments-1730639362097868175.csv
43,20-1,ms_caboo,"@ichbinsophiescholl dann kämpfte er vielleicht gemeinsam mit meinem Großvater Theo, der es Gott sei Dank nach Hause geschafft hat.. 🕯",2021-11-27T11:09:59.000Z,4 likes,20,https://www.instagram.com/p/CWxmpy3sIFw/,comments-1730639362097868175.csv
98,71,jolie.dharma,"Meine Oma war auch beim Bund Deutscher Mädel .... ja, so einiges an Liedern stimmt sie heute noch an....und sie erzählt auch noch von damals als sie befreundete jüdische Familien bei sich versteckt hielten. Nach Aussen den Schein der ""Zugehörigkeit"", aber auch die Menschlichkeit zu bewahren, war ein enormer Zwiespalt. Ihr Vater (mein Urgroßvater) an der Front in Frankreich als Dolmetscher stationiert, hat auch so einiges an Geschichten zu erzählen gehabt.... über die Unmenschlichkeit und über die Güte der Menschen. Wo Dunkelheit herrscht, da wird es auch immer Licht geben.",2021-05-16T17:00:27.000Z,1 like,-,https://www.instagram.com/p/CO7bXwbnI-F/,comments-6495335396302545305.csv
157,118,romotions_,"Wie wahr und schwer! Parallelen zu meiner Mum (heute 91): zunächst waren sie und ihr Bruder begeisterte BDMs zum Entsetzen meiner Großeltern - mein Großvater wurde als Teil der Resistance kurz vor Ende des Krieges bis lange danach deportiert, aber alles kein Vergleich zu dem Mut der Scholl-Geschwister!",2021-05-16T12:49:39.000Z,0,-,https://www.instagram.com/p/CO7bXwbnI-F/,comments-6495335396302545305.csv
193,149,diana_hubel,"Wie wundervoll ehrlich ❤️❤️ da denke ich an meinen Großvater der lange schwieg.
Irgendwann hat er über die Abende erzählt, den Zusammenhalt und wie schön er es am Anfang fand als kleiner Knirps am Lagerfeuer.

Ich finde diesen Einblick großartig und so wichtig zu verstehen wie Manipulation denn wirklich aussieht.

Ganz ganz großartige und wichtige Serie. (Oder wie man das jetzt auch immer auf Insta nennen soll... Insta show)",2021-05-16T11:21:55.000Z,1 like,-,https://www.instagram.com/p/CO7bXwbnI-F/,comments-6495335396302545305.csv
190,94-28,bloodyjules,"@zuagroastebayrischeschwaebin ich weiß jetzt nicht ob das weiterhilft, aber mein Großvater und Urgroßvater waren beide Zimmermänner und mussten nicht beitreten (Nähe Wien bzw damals Wien). Habe mit meinen Großvater viel drüber geredet und mein anderer Urgroßvater war dann Sanitäter an der Front und mein Großvater Fußsoldat 🤷",2021-11-23T15:04:27.000Z,2 likes,94,https://www.instagram.com/p/CWlKhrmsxMa/,comments7320137426030416248.csv
193,94-31,bloodyjules,"@zuagroastebayrischeschwaebin kein Problem. Hab mir eh schon oft überlegt Mal alle Dokumente einzuscannen, die wir so aus der Zeit haben und eine Timeline zu erstellen. In meiner Familie ging es ja ziemlich zur Sache, weil einer meiner Urgroßväter in zwei KZs war (hat aber beide überlebt). Die Briefe von der Zeit lesen sich so komisch. Nachdem ich dafür extra Kurrent Schrift gelernt hab und draufgekommen bin, wie er sämtliches was das KZ angeht komplett ausgelassen hat bzw auslassen musste. Nachher mein Großvater, der nach Russland musste und durch die Verwandtschaft mit einen Juden das unterste war. Die Geschichten, wow. Mich wundert es nicht, dass bei uns im Dorf die Russen dann so aggressiv waren... Sorry, für den Einwurf, jetzt gebe ich einen Frieden 😅",2021-11-23T15:12:24.000Z,2 likes,94,https://www.instagram.com/p/CWlKhrmsxMa/,comments7320137426030416248.csv
36,37,danbest111,"Ja, Briefe können Liebe, Sehnsucht und „ Freiheit „ vermitteln, einfach unglaublich! Mein Großvater war auch einer der wenigen die es lebendig aus Stalingrad und dem entstandenen Kessel heraus geschafft haben, ausgeflogen mit einer der letzten Maschinen die dort landen noch konnten. Für eine hochwertige Taschenuhr hat ihn damals ein Freund etliche Kilometer aus der Front heraus geschleppt. Nach 1941 bzw. schon Winter 41/42 muss es die Hölle auf Erden gewesen sein für die Deutschen. Nur mal um die Perversität zu zeigen, es wurden zum Teil Pferdehufe / Horn und Lederschuhe von gefallenen gekocht um überhaupt was essen zu können. Selbst viele Jahre nach Kriegsende wollte oder konnte er nicht über das erlebte in Russland reden. Sie (Kriegsrückkehrer) machten fast alles mit sich selbst aus und ihrem Geist. Er war Standesbeamter nach dem Krieg und hat glückliche Paare im Wald oder auf dem Pferderücken getraut wo immer die Vermählten es wollten und was vertretbar war/ist. Gott habe ihn selig. Alles Liebe Dan :-€",2021-06-21T16:20:18.000Z,9 likes,-,https://www.instagram.com/p/CQYrmTjnjJp/,comments737255468656872074.csv
93,94,blogofamanda,"Super, das freut mich für dich 👍🏻 Frohe Weihnachten!! Ich feier dieses Jahr mit meinem Bruder und seiner Familie und mit meinem Großvater",2021-12-23T08:22:35.000Z,0,-,https://www.instagram.com/p/CX0VlQ6M2ld/,comments-5925222920003635497.csv
20,15,lucia.wauer,Mein Uhrgroßvater war ein Maschinenführer in einer Papierfabrik. Im zweiten Weltkrieg waren dort russische Zwangsarbeiter. Mein Uhrgroßvater hat einer 14 jährigen Zwangsarbeiterin immer heimlich Essen gegeben. Nach der Befreiung sind zwei Russen zu ihm gekommen und haben sich bei ihm bedankt.,2021-08-24T08:04:56.000Z,3 likes,-,https://www.instagram.com/p/CS7HFj8juHf/,comments-9449542918241282.csv
38,28,wortgefuchtel,"Unheimlich zu lesen. Mein Vater hat gerade nach langer Ahnenforschung herausgefunden, dass mein Urgroßvater vermutlich bei Witebsk gefallen oder verschollen ist. Das kommt beim Lesen von diesem Post wirklich ganz nah...",2021-08-23T19:09:52.000Z,4 likes,-,https://www.instagram.com/p/CS7HFj8juHf/,comments-9449542918241282.csv
75,47,jos_jo90,"@ichbinsophiescholl Mein Großvater hatte einen Bruder der auch im August 1942 gefallen ist. Es hängt noch heute ein Kreuz mit seinem Namen an der Hauswand. Ein echtes Grab kennen wir nicht. Nur ein Gerücht, dass angeblich jetzt eine Straße drüber geht. 😔",2021-08-23T17:02:27.000Z,7 likes,-,https://www.instagram.com/p/CS7HFj8juHf/,comments-9449542918241282.csv
106,65,bente_le,"Mein Großvater hat früher Hühner gemästet und geschlachtet. War immer ein großer Familientag. Ich fand es grausam, habe es aber dennoch gegessen. Bis ich selbst mit dieser Doppelmoral nicht mehr zurecht kam: Bei der Schlachtung weinen, weil mir das Tier leid tut, aber das tote Tier essen, weil es lecker ist. Deshalb bin ich seit über 5 Jahren Vegetarierin 💚",2021-10-06T13:09:06.000Z,1 like,-,https://www.instagram.com/p/CUrwtMZMOwt/,comments-3967054735699952016.csv
87,25-15,dieanachronistin,"@eva.buecherfrau Du scheinst mit Kritik nicht gut umgehen zu können. Ich bin selbst Nachfahrin eines Widerstandskämpfers. Und setze mich trotzdem damit auseinander, wenn es Kritik an den Schriften meines Großvaters gibt, weil sie nunmal Antisemitismus enthalten. Es ist wichtig, das zu erkennen und zu benennen. Trotzdem kann man eine Lebensleistung als solche würdigen. Das sind Spannungen, die wir als Nachfahr:innen aushalten müssen.",2021-11-08T17:56:24.000Z,10 likes,25,https://www.instagram.com/p/CWBNl0dsE22/,comments-400711372058708330.csv
136,45-14,frauenvondamals,"@lostcooki3 Es war komplett normal. Man darf da nicht mit heutigen romantisierenden (und letztlich auch sehr kulturell bedingten) Vorstellungen rangehen. Als mein Großvater eingezogen wurde, versprach sein jüngerer Bruder seiner Frau (meiner Oma) sie zu heiraten, sollte mein Opa fallen. Opa war beruhigt, Oma auch.",2021-06-05T13:26:51.000Z,6 likes,45,https://www.instagram.com/p/CPtElDbrHQY/,comments7688143587910139783.csv
139,45-17,frauenvondamals,"@lostcooki3 Ja, das verstehe ich. Gleichzeitig sind sogar Gefühle tatsächlich kulturell und historisch bedingt - da gibt es ganz spannende Forschung zu (Stichwort Emotionsgeschichte oder Gefühlsgeschichte). Und so war es z. B. sogar ein Zeichen von Treue gegenüber der mit 27 verstorbenen ersten Frau meines Ur-Urgroßvaters, dass er 2 Monate nach deren Tod ihre ledige schwangere kleine Schwester heiratete - was dann meine Ur-Uroma wurde, und jetzt lass ich es mit den Familiengeschichten ... 😄",2021-06-05T14:28:39.000Z,9 likes,45,https://www.instagram.com/p/CPtElDbrHQY/,comments7688143587910139783.csv
12,7,aljoritz,"@pumpi089 Kurt Huber war doch dein Großvater, oder?",2021-07-11T09:52:12.000Z,0,-,https://www.instagram.com/p/CRJ_KIBs7Ix/,comments2105032599733204628.csv
35,36,ralle_van_stemmert,Die Kartoffeln in Stäbchen schneiden und in Öl ausbacken. Der Franzose nennt das Pommes Frites. Hat mein Großvater mal in Paris gegessen.,2022-02-02T14:36:28.000Z,0,-,https://www.instagram.com/p/CZeWStusQoE/,comments-2390463440075664599.csv
34,15,wunderweltwald,"Mein Großvater war an der Ostfront und es gibt ähnliche Bilder im Fotoalbum. Unvorstellbar diese Gewalt, Ängste und die Kälte. 😢",2021-11-18T07:46:11.000Z,4 likes,-,https://www.instagram.com/p/CWYt78xj6jv/,comments-2882472356441717724.csv
35,15-1,ppp.krs,@wunderweltwald jo unverstellbar die Gewalt deines Großvaters,2022-02-19T05:17:03.000Z,12 likes,15,https://www.instagram.com/p/CWYt78xj6jv/,comments-2882472356441717724.csv
82,24,reiner_bausch,"Hi, also ich kann nur von den Erzählungen meines Großvaters berichten, er war Nördlich von Murmansk hinter dem Polarkreis. Er erzählte immer, das einzige Mal wo er er einen Schuss abfeuerte war, als er einen Eisbären von der Speisekammer fern halten wollte. Er hatte eine Holzschatulle gebastelt die meinem BESITZ IST, AUF SER Szenen von dort gezeichnet hat. Sehr eindrucksvoll.",2021-11-17T22:10:09.000Z,5 likes,-,https://www.instagram.com/p/CWYt78xj6jv/,comments-2882472356441717724.csv
83,24-1,ichbinsophiescholl,"#TeamSoffer Wir bedanken uns bei dir, dass du deine Geschichte mit uns und der Community teilst. Wie schön, dass du mit deinem Großvater persönlich darüber sprechen konntest, auch wenn die Erinnerungen an diese Zeit nur schwer vorstellbar sind. Dennoch ist es umso wichtiger diesen Geschichten Platz zu geben. Vielen Dank dafür!",2021-11-18T12:53:48.000Z,3 likes,24,https://www.instagram.com/p/CWYt78xj6jv/,comments-2882472356441717724.csv
97,27,babys_seelenreich_bei_doris,"Mein geliebter Großvater war dort. Er hat überwacht und befehle weitergegeben. Ich erinnere mich an die von mir gemalten Bilder Alleen hab ich als Kind gemalt. Und immer wieder Galgen. Ich bin 1957 geboren. Kinder spüren das unausgesprochene der Eltern und Grosseltern. Kinder erzählen mit ihrem Tun die Themen die sie belasten. Hab ich die Galgen gemalt, für die mein Opa die Befehle weitergegeben hat und Täter war? Meine intuition, die höhere Weisheit sagt: ja.",2021-11-17T20:58:58.000Z,5 likes,-,https://www.instagram.com/p/CWYt78xj6jv/,comments-2882472356441717724.csv
21,14,palandtine,"Ich glaube, dass der Großteil der Bevölkerung zu der Zeit des Krieges damit beschäftigt es, Lebensmittel zu besorgen, Heizmaterial zu organisieren und irgendwie durchzukommen. Die Soldaten an der Front waren, zumindest nach den Erzählungen meines Großvaters damit beschäftigt, nicht zu sterben. Ich für mich weiß ehrlich gesagt auch nicht, ob ich nicht auch versucht hätte, mich in der Situation zu arrangieren. Schließlich wußte zu diesem Zeitpunkt noch niemand, ob, wie und wann der NS-Staat untergeht. Und ich glaube ehrlich gesagt, dass die meisten versucht haben sich zu arrangieren, auch um selbst Vorwärtskommen. Auch wenn man dafür einiges schlucken musste und viele Grausamkeiten ignorieren musste. Die Menschen, die nach 1945 gleich in die zweite Diktatur geraten sind haben auch lange genug versucht, sich im Sozialismus zurechtzufinden.",2021-11-03T19:02:29.000Z,1 like,-,https://www.instagram.com/p/CV0qlRXM0mb/,comments-274343318209930247.csv
6,7,hejlissy,"Alle Brüder meines Großvaters waren im Krieg. Mein Großvater war zu jung für die Armee, hat aber mitbekommen, wie kaputt der Krieg alle gemacht hat. Einer ist in Stalingrad gefallen, der andere ist eine der letzten (oder sogar die letzte) Transportmaschinen zur Evakuierung geflogen. Er erzählt immer, daß sein Bruder ihm einmal erzählt hat, daß die Maschiche vollkommen überfüllt war und das Soldaten auf die Rollbahn gelaufen sind. Teilweise überrollt wurden, weil die Maschinen nicht mehr hoch gingen. Und das er erst später erfahren hat, daß sein Bruder, der in der 6.Armee war, es nicht zu einem der Flugzeuge geschafft hat und nie mehr aufgetaucht ist. Er ist depressiv geworden, weil er seinen Bruder nicht retten konnte.",2022-02-03T19:33:41.000Z,44 likes,-,https://www.instagram.com/p/CZgmOTos_sU/,comments3988249259719151894.csv
70,34-12,_anni87_,@heikegumz die meisten Soldaten waren wohl traumatisiert und erzählten daheim überhaupt nichts vom Krieg. Männer redeten damals zumeist eh nicht über Gefühle. Mein Großvater hat bis zu seinem Tod so gut wie nichts daheim erzählt.,2021-09-02T19:07:32.000Z,0,34,https://www.instagram.com/p/CTSSVmrMWKX/,comments-7069554303390778646.csv
2,3,die_aesthetin,"Ich liebe die Schlager aus der Zeit eurer Kindheit, zum Beispiel ""Wenn der Wind weht über das Meer, trägt er mein Lied in die Heimat"" oder ""Lebe wohl, gute Reise, und denk an mich zurück..."". Wahrscheinlich, weil es die Jugendheit meines geliebten Großvaters war. <3",2021-12-06T22:36:30.000Z,0,-,https://www.instagram.com/p/CXEDyYnsf_W/,comments899918456282448298.csv
13,12,caeroliner,"Mein Großonkel ist während des Krieges psychotisch geworden und ist dann in eine Einrichtung gekommen. Mein Urgroßvater hat dann durch hörensagen mitbekommen, dass dort ""ungute"" Dinge passieren und konnte ihn aus der Anstalt herausholen. Leider weiß ich nicht, wie er es gemacht hat. Bis 2006 hat der Großonkel dann noch leben können. :)",2021-11-02T21:52:26.000Z,17 likes,-,https://www.instagram.com/p/CVxWLDTsXWU/,comments5564937417552926504.csv
28,20,marcelregnier,"Mensch @ichbinsophiescholl du bist wirklich gut informiert, schlimm was da passiert. Wie geht es Fritz eigentlich, hast du wieder Post von der Front bekommen? Mein Großvater ist mit der 14. Panzerdivision auch in Stalingrad, die Versorgungslage soll katastrophal sein. Weißt du zu diesem Zeitpunkt mehr?",2021-11-02T18:29:00.000Z,1 like,-,https://www.instagram.com/p/CVxWLDTsXWU/,comments5564937417552926504.csv
111,61,heylookitsalex_,"Mein Urgroßvater war psychisch erkrankt. Als Folge seiner Erkrankung und aus deutlicher Überforderung heraus gab meine Urgroßmutter ihn damals in psychiatrische Behandlung nach Wiesloch. Nicht lange später kam der Brief, dass er an Tuberkulose verstorben sei. Dies war eine der Erkrankungen, die den dort Angestellten in Form einer Liste an die Hand gegeben wurde, um die vielen Totenscheine auszustellen. Jede/r Angehörige solle ja schließlich Bescheid über den Verbleib der Kinder/Eltern/Geschwister bekommen. Mein Urgroßvater wurde nach mehreren Verlegungen, um die Spuren zu verwischen, in Hadamar ermordet. Ähnlich auch sein Bruder: Mein Urgroßonkel war nach Ansicht der Nationalsozialisten geistig zurückgeblieben. Um diese sogenannten „Erbkranken“ von der Vermehrung abzuhalten wurden Betroffene oftmals zwangssterilisert. Dies traf zu auf all diejenigen, die nicht der gesunden Rasse zuzuordnen waren, also z.B. Sintize und Romnja, Menschen mit Behinderung jeglicher Art, Alkoholkranke etc.
Viel zu selten wird darüber berichtet, dass die systematische Ermordung zehntausender Menschen mit Behinderung, deren Leben in den Augen der Nationalsozialisten nicht lebenswert war, im Grunde genommen der Testlauf für den Holocaust darstellte. An diesen hilflosen Seelen, die mit grauen Bussen in ihren Einrichtungen abgeholt und ihrem grausamen Schicksal zugeführt wurden, erprobte man den Einsatz verschiedener Mittel, bis man sich letztlich für Zyklon B entschied. Die Euthanasie, wie sie noch heute genannt wird, zusammengesetzt aus „eu“ für „gut“ und „thanatos“ für „Tod“, wird ihrem Namen in Leinster Weise gerecht.",2021-11-02T11:58:37.000Z,81 likes,-,https://www.instagram.com/p/CVxWLDTsXWU/,comments5564937417552926504.csv
9,10,tendency.mag,In Stalingrad könnte mein Großvater mitgesungen haben. Leider dürfte ich ihn nie kennen lernen.,2021-12-25T12:19:19.000Z,0,-,https://www.instagram.com/p/CX3no6KlpbI/,comments-7678315294654487670.csv
